,season,player,pos_x,age_x,team_id_x,g-season,mp_per_g-season,fg_pct-season,fg3_pct-season,fg2_pct-season,fta_per_g-season,ft_pct-season,tov_per_g-season,pf_per_g-season,pts_per_g-season,bpm-season,per-season,ts_pct-season,usg_pct-season,ws-season,pos_y,age_y,team_id_y,g-playoffs,mp_per_g-playoffs,fg_pct-playoffs,fg3_pct-playoffs,fg2_pct-playoffs,fta_per_g-playoffs,ft_pct-playoffs,tov_per_g-playoffs,pf_per_g-playoffs,pts_per_g-playoffs,bpm-playoffs,per-playoffs,ts_pct-playoffs,usg_pct-playoffs,ws-playoffs
6857,2018,Ian Clark,SG,26,NOP,74,19.7,0.448,0.318,0.533,0.8,0.763,0.8,1.6,7.4,-3.5,9.4,0.529,17.2,1.1,SG,26,NOP,9,21.1,0.424,0.357,0.474,0.4,1.0,1.0,2.2,7.8,-2.3,8.1,0.517,17.3,0.1
6858,2018,Jordan Clarkson,SG,25,TOT,81,23.3,0.451,0.352,0.5,2.3,0.8,1.6,1.3,13.9,0.1,16.4,0.542,26.5,3.0,SG,25,CLE,19,15.1,0.301,0.239,0.338,0.3,0.833,0.7,1.1,4.7,-8.6,3.2,0.358,22.4,-0.7
6859,2018,Zach Collins,C,20,POR,66,15.8,0.398,0.31,0.455,0.6,0.643,0.9,2.0,4.4,-4.3,7.5,0.475,15.4,0.6,C,20,POR,4,17.5,0.367,0.214,0.5,1.0,0.75,0.5,2.5,7.0,-1.1,11.7,0.441,20.6,0.0
6860,2018,Darren Collison,PG,30,IND,69,29.2,0.495,0.468,0.508,2.1,0.882,1.2,1.8,12.4,2.7,18.8,0.61,17.4,7.6,PG,30,IND,7,30.6,0.456,0.348,0.511,1.7,0.75,1.3,1.0,11.3,0.9,14.8,0.539,18.1,0.6
6861,2018,Pat Connaughton,SG,25,POR,82,18.1,0.423,0.352,0.506,0.5,0.841,0.5,1.5,5.4,-1.8,9.3,0.539,13.4,2.5,SG,25,POR,4,14.8,0.4,0.2,0.8,0.5,1.0,0.3,2.3,4.0,-1.4,9.0,0.504,12.2,0.1
6862,2018,Quinn Cook,PG,24,GSW,33,22.4,0.484,0.442,0.514,0.8,0.88,1.0,1.8,9.5,-1.6,12.8,0.593,17.5,1.6,PG,24,GSW,17,10.3,0.448,0.226,0.639,1.0,0.824,0.3,0.8,4.8,-1.7,13.3,0.544,20.3,0.4
6863,2018,Robert Covington,SF,27,PHI,80,31.7,0.413,0.369,0.497,1.7,0.853,1.6,3.0,12.6,1.5,12.9,0.563,17.2,6.1,SF,27,PHI,10,28.1,0.325,0.313,0.343,1.6,0.75,1.1,3.0,8.1,-0.2,9.6,0.45,15.1,0.4
6864,2018,Jamal Crawford,SG,37,MIN,80,20.7,0.415,0.331,0.477,1.4,0.903,1.2,1.1,10.3,-2.3,13.0,0.519,23.7,1.3,SG,37,MIN,5,24.6,0.447,0.412,0.467,2.6,0.769,1.0,1.2,11.8,2.5,15.6,0.56,21.4,0.2
6866,2018,Jae Crowder,SF,27,TOT,80,26.1,0.404,0.323,0.488,1.9,0.818,0.9,2.3,9.7,-2.5,10.4,0.525,17.3,2.6,SF,27,UTA,11,29.4,0.324,0.333,0.31,2.5,0.643,1.3,2.3,10.0,-0.7,8.4,0.457,18.3,0.1
6867,2018,Stephen Curry,PG,29,GSW,51,32.0,0.495,0.423,0.595,5.9,0.921,3.0,2.2,26.4,7.7,28.2,0.675,31.0,9.1,PG,29,GSW,15,37.0,0.451,0.395,0.514,3.1,0.957,2.9,2.5,25.5,7.1,22.3,0.59,29.6,2.1
6868,2018,Anthony Davis,PF,24,NOP,75,36.4,0.534,0.34,0.558,8.0,0.828,2.2,2.1,28.1,6.7,28.9,0.612,30.0,13.7,PF,24,NOP,9,39.8,0.52,0.273,0.549,7.1,0.828,2.6,3.3,30.1,4.8,25.8,0.584,30.5,1.4
6869,2018,Ed Davis,C,28,POR,78,18.9,0.582,0.0,0.584,1.4,0.667,0.8,2.4,5.3,-0.6,15.5,0.607,12.1,5.0,C,28,POR,4,17.8,0.5,,0.5,1.0,0.25,1.0,1.8,2.8,-5.9,6.1,0.468,9.5,-0.1
6870,2018,Matthew Dellavedova,PG,27,MIL,38,18.7,0.362,0.372,0.351,0.7,0.926,1.3,1.8,4.3,-4.4,8.6,0.5,13.5,0.5,PG,27,MIL,6,13.0,0.333,0.222,0.667,0.3,1.0,1.0,1.0,2.0,-5.1,6.8,0.466,11.8,0.0
6871,2018,DeMar DeRozan,SG,28,TOR,80,33.9,0.456,0.31,0.494,7.0,0.825,2.2,1.9,23.0,2.8,21.0,0.555,29.6,9.6,SG,28,TOR,10,35.4,0.437,0.286,0.47,5.3,0.811,2.3,2.4,22.7,-1.8,16.3,0.511,31.5,0.2
6874,2018,Goran Dragić,PG,31,MIA,75,31.7,0.45,0.37,0.481,3.6,0.801,2.2,2.4,17.3,0.3,16.6,0.543,25.7,5.3,PG,31,MIA,5,31.2,0.467,0.381,0.5,4.4,0.682,3.0,3.0,18.6,-0.9,14.3,0.549,27.5,0.0
6875,2018,Kevin Durant,SF,29,GSW,68,34.2,0.516,0.419,0.565,5.9,0.889,3.0,2.0,26.4,7.3,26.0,0.64,30.4,10.4,SF,29,GSW,21,38.4,0.487,0.341,0.556,7.2,0.901,2.4,2.0,29.0,7.6,25.1,0.606,30.6,4.0
6877,2018,Joel Embiid,C,23,PHI,63,30.3,0.483,0.308,0.527,7.4,0.769,3.7,3.3,22.9,3.3,22.9,0.573,33.4,6.2,C,23,PHI,8,34.8,0.435,0.276,0.477,7.6,0.705,3.6,3.9,21.4,1.8,18.1,0.519,29.3,0.6
6879,2018,Derrick Favors,C,26,UTA,77,28.0,0.563,0.222,0.596,2.8,0.651,1.1,2.1,12.3,1.5,18.8,0.593,18.5,8.0,C,26,UTA,11,26.0,0.618,0.4,0.635,3.0,0.485,0.9,1.5,9.3,2.9,16.4,0.618,14.3,0.9
6880,2018,Raymond Felton,PG,33,OKC,82,16.6,0.406,0.352,0.444,0.5,0.818,0.9,1.1,6.9,-0.6,13.0,0.494,20.4,2.2,PG,33,OKC,6,13.2,0.387,0.5,0.294,0.3,0.0,0.8,1.2,5.2,1.5,12.4,0.486,20.4,0.1
6882,2018,Bryn Forbes,SG,24,SAS,80,19.0,0.421,0.39,0.446,0.9,0.667,0.5,1.4,6.9,-3.1,9.1,0.525,16.7,2.1,SG,24,SAS,4,13.5,0.294,0.222,0.375,1.8,0.714,0.0,0.8,4.3,-6.5,5.5,0.423,17.0,0.0
6885,2018,Pau Gasol,C,37,SAS,77,23.5,0.458,0.358,0.481,2.7,0.756,1.4,1.6,10.1,3.4,18.9,0.539,20.4,6.0,C,37,SAS,5,18.0,0.5,0.333,0.529,2.0,0.9,1.2,1.0,6.0,3.4,15.0,0.615,15.5,0.2
6887,2018,Paul George,SF,27,OKC,79,36.6,0.43,0.401,0.454,5.2,0.822,2.7,2.9,21.9,2.9,18.7,0.57,25.7,8.9,SF,27,OKC,6,41.8,0.408,0.365,0.441,6.0,0.861,4.0,2.8,24.7,0.3,14.6,0.545,27.8,0.2
6889,2018,Taj Gibson,PF,32,MIN,82,33.2,0.577,0.2,0.595,2.3,0.768,1.1,2.7,12.2,-0.5,15.4,0.61,14.7,7.2,PF,32,MIN,5,24.6,0.636,,0.636,0.6,1.0,0.8,1.6,6.2,-1.4,10.5,0.665,10.1,0.1
6890,2018,Manu Ginóbili,SG,40,SAS,65,20.0,0.434,0.333,0.506,2.0,0.84,1.6,1.9,8.9,-1.3,12.9,0.553,21.5,2.2,SG,40,SAS,5,21.4,0.405,0.333,0.474,2.2,0.818,1.4,2.6,9.0,2.8,15.3,0.538,20.9,0.2
6891,2018,Rudy Gobert,C,25,UTA,56,32.4,0.622,,0.622,5.3,0.682,1.9,2.7,13.5,3.4,20.7,0.657,16.9,8.1,C,25,UTA,11,34.8,0.655,,0.655,5.3,0.603,1.9,3.1,13.2,2.9,19.4,0.662,15.0,1.5
6892,2018,Eric Gordon,SG,29,HOU,69,31.2,0.428,0.359,0.544,3.5,0.809,1.9,1.7,18.0,0.4,15.2,0.578,24.7,4.7,SG,29,HOU,17,32.3,0.38,0.331,0.451,3.6,0.836,1.4,1.7,15.4,-0.5,12.1,0.529,22.2,0.6
6893,2018,Marcin Gortat,C,33,WAS,82,25.3,0.518,,0.518,2.0,0.675,1.2,2.1,8.4,-0.6,14.7,0.546,15.5,4.9,C,33,WAS,6,26.7,0.558,,0.558,1.2,0.571,1.0,2.5,8.7,-2.7,11.6,0.564,14.3,0.2
6894,2018,Jerami Grant,PF,23,OKC,81,20.3,0.535,0.291,0.613,3.0,0.675,0.7,1.9,8.4,0.3,16.2,0.607,16.0,5.4,PF,23,OKC,6,22.2,0.514,0.25,0.593,1.8,0.455,1.0,2.5,7.2,-1.6,11.3,0.54,15.1,0.2
6895,2018,Danny Green,SG,30,SAS,70,25.6,0.387,0.363,0.419,0.9,0.769,1.1,1.7,8.6,0.4,11.4,0.509,16.6,2.9,SG,30,SAS,5,20.6,0.267,0.25,0.3,0.0,,0.4,1.6,4.2,-6.5,2.7,0.35,14.2,-0.2
6896,2018,Draymond Green,PF,27,GSW,70,32.7,0.454,0.301,0.562,2.5,0.775,2.9,2.6,11.0,2.8,16.1,0.556,17.2,6.1,PF,27,GSW,21,39.0,0.432,0.266,0.549,2.3,0.796,3.0,3.6,10.8,5.0,16.2,0.529,15.1,2.8
6897,2018,Gerald Green,SG,32,HOU,41,22.7,0.407,0.369,0.504,1.5,0.85,0.8,2.1,12.1,0.3,14.1,0.566,22.4,2.1,SG,32,HOU,17,16.0,0.394,0.375,0.455,0.4,0.857,0.6,1.6,6.3,-0.6,10.1,0.551,17.6,0.3
6898,2018,Jeff Green,PF,31,CLE,78,23.4,0.477,0.312,0.54,3.0,0.868,1.0,1.9,10.8,-1.8,14.8,0.587,19.3,3.9,PF,31,CLE,22,23.8,0.408,0.3,0.514,2.1,0.717,0.8,1.6,7.7,-1.1,10.3,0.524,15.9,0.6
6899,2018,James Harden,SG,28,HOU,72,35.4,0.449,0.367,0.531,10.1,0.858,4.4,2.3,30.4,9.9,29.8,0.619,36.1,15.4,SG,28,HOU,17,36.5,0.41,0.299,0.502,7.8,0.887,3.8,2.7,28.6,8.1,24.9,0.548,36.7,2.1
6900,2018,Maurice Harkless,SF,24,POR,59,21.4,0.495,0.415,0.547,1.0,0.712,0.7,1.7,6.5,1.4,12.6,0.596,12.6,3.2,SF,24,POR,2,26.5,0.538,0.333,0.714,0.0,,0.5,2.0,8.0,0.9,13.0,0.615,11.3,0.1
6902,2018,Nenê,C,35,HOU,52,14.6,0.569,0.0,0.574,2.1,0.636,0.7,2.4,6.5,-1.0,16.4,0.594,18.9,2.6,C,35,HOU,11,9.7,0.6,,0.6,1.0,0.636,0.7,1.6,2.8,-3.2,11.3,0.624,13.8,0.2
6903,2018,George Hill,PG,31,TOT,67,27.0,0.46,0.415,0.49,2.1,0.786,1.3,1.9,10.0,-0.8,13.3,0.58,16.3,3.2,PG,31,CLE,19,29.3,0.45,0.314,0.538,2.8,0.774,1.2,2.7,9.2,-2.0,10.5,0.567,14.6,0.8
6904,2018,Solomon Hill,SF,26,NOP,12,15.6,0.268,0.19,0.35,0.5,0.5,0.8,1.8,2.4,-4.8,4.8,0.332,12.2,-0.1,SF,26,NOP,9,12.7,0.36,0.375,0.333,1.1,0.9,0.7,1.9,3.7,-2.9,7.2,0.561,13.3,0.1
6905,2018,Jrue Holiday,SG,27,NOP,81,36.1,0.494,0.337,0.557,2.9,0.786,2.6,2.5,19.0,1.6,17.8,0.57,23.1,7.1,SG,27,NOP,9,38.7,0.518,0.32,0.6,3.3,0.7,2.6,2.4,23.7,3.2,19.7,0.581,25.3,1.0
6907,2018,Rodney Hood,SG,25,TOT,60,26.9,0.429,0.381,0.467,2.2,0.86,1.2,1.8,14.7,-0.1,14.3,0.546,24.3,2.7,SG,25,CLE,17,15.3,0.424,0.167,0.515,0.7,0.75,0.8,1.8,5.4,-3.8,8.4,0.468,19.6,0.0
6908,2018,Al Horford,C,31,BOS,72,31.6,0.489,0.429,0.514,1.7,0.783,1.8,1.9,12.9,4.4,17.6,0.575,18.4,7.8,C,31,BOS,19,35.7,0.544,0.349,0.596,3.9,0.827,1.7,2.1,15.7,4.4,20.1,0.631,18.3,2.7
6910,2018,Serge Ibaka,PF,28,TOR,76,27.5,0.483,0.36,0.559,1.6,0.797,1.2,2.8,12.6,-0.1,14.7,0.574,19.4,5.1,PF,28,TOR,10,26.0,0.417,0.375,0.438,2.2,0.818,1.6,2.1,8.7,-2.2,10.9,0.533,17.1,0.1
6911,2018,Andre Iguodala,SF,34,GSW,64,25.3,0.463,0.282,0.567,1.4,0.632,1.0,1.5,6.0,-0.3,11.2,0.536,11.5,3.2,SF,34,GSW,15,26.7,0.494,0.378,0.583,2.3,0.706,0.9,1.9,8.1,2.9,14.7,0.61,12.7,1.4
6912,2018,Ersan İlyasova,PF,30,TOT,69,25.1,0.452,0.36,0.517,2.0,0.778,1.0,2.3,10.9,-0.6,14.9,0.558,18.7,4.0,PF,30,PHI,10,23.3,0.429,0.29,0.509,2.1,0.571,1.0,2.5,9.3,0.0,14.4,0.499,18.6,0.5
6913,2018,Joe Ingles,SF,30,UTA,82,31.4,0.467,0.44,0.516,1.0,0.795,1.9,2.2,11.5,2.3,14.4,0.623,15.9,7.6,SF,30,UTA,11,34.7,0.471,0.455,0.5,1.5,0.647,2.4,2.6,14.5,0.9,12.3,0.623,17.8,0.7
6915,2018,LeBron James,PF,33,CLE,82,36.9,0.542,0.367,0.603,6.5,0.731,4.2,1.7,27.5,8.7,28.6,0.621,31.6,14.0,PF,33,CLE,22,41.9,0.539,0.342,0.596,9.7,0.746,4.3,2.4,34.0,12.7,32.2,0.619,35.0,5.2
6916,2018,Brandon Jennings,PG,28,MIL,14,14.6,0.375,0.273,0.462,0.7,1.0,1.3,0.8,5.2,-3.4,12.7,0.478,20.8,0.1,PG,28,MIL,1,5.0,0.0,0.0,,2.0,1.0,1.0,0.0,2.0,-32.2,-9.8,0.347,37.7,0.0
6917,2018,Jonas Jerebko,PF,30,UTA,74,15.3,0.466,0.414,0.511,0.8,0.807,0.4,1.7,5.8,0.1,13.2,0.586,15.6,3.4,PF,30,UTA,10,7.9,0.421,0.167,0.538,0.2,1.0,0.1,0.9,1.9,-0.9,9.1,0.478,11.7,0.1
6918,2018,Amir Johnson,C,30,PHI,74,15.8,0.538,0.313,0.57,1.1,0.612,0.7,2.6,4.6,1.0,14.9,0.575,12.8,4.1,C,30,PHI,8,11.8,0.524,,0.524,0.6,0.8,0.4,1.3,3.3,0.0,15.2,0.56,11.7,0.3
6920,2018,James Johnson,PF,30,MIA,73,26.6,0.503,0.308,0.587,2.2,0.698,1.9,2.6,10.8,1.6,15.8,0.575,19.1,5.0,PF,30,MIA,5,32.2,0.548,0.538,0.552,2.8,0.643,2.0,3.4,12.4,3.8,16.3,0.644,15.6,0.4
6921,2018,Joe Johnson,SF,36,TOT,55,21.9,0.406,0.276,0.493,0.8,0.889,0.9,1.2,6.8,-2.9,8.1,0.49,15.9,1.0,SF,36,HOU,8,6.8,0.353,0.0,0.429,0.0,,0.4,0.5,1.5,-8.2,1.5,0.353,16.6,-0.1
6922,2018,Tyler Johnson,PG,25,MIA,72,28.5,0.435,0.367,0.491,1.8,0.822,1.1,2.1,11.7,-0.3,13.0,0.549,18.6,4.2,PG,25,MIA,5,16.2,0.538,0.6,0.5,1.4,0.857,0.4,2.8,8.0,0.7,14.4,0.688,16.5,0.2
6924,2018,Tyus Jones,PG,21,MIN,82,17.9,0.457,0.349,0.528,1.0,0.877,0.7,1.3,5.1,0.8,14.1,0.572,12.7,3.6,PG,21,MIN,4,13.8,0.286,0.0,0.4,0.0,,0.3,0.0,1.0,-3.7,6.1,0.286,6.6,0.0
6925,2018,Cory Joseph,PG,26,IND,82,27.0,0.424,0.353,0.457,1.1,0.745,1.1,1.7,7.9,-1.5,11.0,0.503,14.8,3.1,PG,26,IND,7,20.4,0.364,0.273,0.409,0.9,1.0,0.6,1.4,4.7,2.7,12.7,0.463,13.1,0.4
6926,2018,Furkan Korkmaz,SG,20,PHI,14,5.7,0.286,0.294,0.273,0.3,0.5,0.1,0.9,1.6,-7.6,3.4,0.386,16.9,0.0,SG,20,PHI,1,2.0,1.0,1.0,,0.0,,0.0,1.0,3.0,43.7,56.7,1.5,21.0,0.0
6927,2018,Kyle Korver,SG,36,CLE,73,21.6,0.459,0.436,0.537,1.0,0.889,0.8,1.8,9.2,0.2,13.4,0.652,16.0,3.4,SG,36,CLE,22,23.0,0.418,0.413,0.438,1.0,0.864,0.6,2.0,8.3,0.2,11.4,0.604,15.1,1.0
6932,2018,Meyers Leonard,C,25,POR,33,7.7,0.59,0.423,0.673,0.3,0.818,0.3,1.1,3.4,2.0,17.8,0.676,16.1,1.1,C,25,POR,2,4.0,1.0,,1.0,0.0,,0.0,0.0,4.0,18.7,48.4,1.0,21.3,0.1
6934,2018,Damian Lillard,PG,27,POR,73,36.6,0.439,0.361,0.501,7.4,0.916,2.8,1.6,26.9,7.2,25.2,0.594,30.6,12.6,PG,27,POR,4,40.5,0.352,0.3,0.39,4.3,0.882,4.0,2.0,18.5,-4.7,9.5,0.471,24.9,-0.2
6935,2018,Shaun Livingston,PG,32,GSW,71,15.9,0.501,0.0,0.509,0.9,0.82,0.8,1.6,5.5,-3.1,11.6,0.533,16.6,1.8,PG,32,GSW,21,17.2,0.536,0.0,0.541,1.2,0.88,0.8,1.6,6.7,-1.8,12.6,0.579,16.9,0.9
6936,2018,Kevon Looney,C,21,GSW,66,13.8,0.58,0.2,0.59,1.2,0.545,0.5,1.6,4.0,-0.2,14.8,0.588,12.4,2.8,C,21,GSW,21,18.4,0.542,0.0,0.557,1.0,0.381,0.4,2.4,4.1,-0.7,12.1,0.529,10.3,1.2
6937,2018,Kevin Love,C,29,CLE,59,28.0,0.458,0.415,0.494,4.5,0.88,1.5,2.0,17.6,3.3,22.4,0.614,25.1,6.4,C,29,CLE,21,31.4,0.392,0.34,0.424,3.0,0.922,2.0,2.8,14.9,-0.9,15.5,0.511,24.3,1.0
6938,2018,Kyle Lowry,PG,31,TOR,78,32.2,0.427,0.399,0.474,3.3,0.854,2.3,2.5,16.2,5.2,19.5,0.598,21.7,10.2,PG,31,TOR,10,36.1,0.508,0.444,0.582,3.2,0.813,3.1,3.3,17.4,5.8,19.9,0.659,20.5,1.1
6939,2018,Ian Mahinmi,C,31,WAS,77,14.9,0.556,0.0,0.561,1.7,0.703,1.3,3.0,4.8,-4.4,12.2,0.601,15.6,2.2,C,31,WAS,6,8.7,0.714,,0.714,1.8,0.909,0.2,1.7,5.0,8.8,30.3,0.796,16.8,0.4
6941,2018,Luc Mbah a Moute,PF,31,HOU,61,25.6,0.481,0.364,0.599,1.6,0.684,1.1,1.6,7.5,-0.2,10.3,0.595,12.8,2.8,PF,31,HOU,9,16.6,0.25,0.2,0.286,0.8,0.571,0.7,0.9,2.8,-5.8,2.6,0.32,13.6,-0.2
6942,2018,Patrick McCaw,SG,22,GSW,57,16.9,0.409,0.238,0.503,0.6,0.765,0.7,1.2,4.0,-4.1,7.4,0.477,12.8,0.6,SG,22,GSW,6,2.7,0.5,0.0,1.0,0.3,1.0,0.0,0.2,0.7,6.8,17.9,0.694,8.1,0.1
6943,2018,CJ McCollum,SG,26,POR,81,36.1,0.443,0.397,0.465,3.1,0.836,1.9,2.1,21.4,1.2,17.0,0.536,26.5,6.6,SG,26,POR,4,38.8,0.519,0.423,0.569,3.3,0.769,2.3,2.8,25.3,2.8,19.6,0.61,25.3,0.4
6944,2018,T.J. McConnell,PG,25,PHI,76,22.4,0.499,0.435,0.51,0.5,0.795,1.5,1.6,6.3,0.0,12.5,0.545,13.8,3.8,PG,25,PHI,10,15.5,0.694,0.667,0.697,0.5,0.6,0.6,1.3,5.5,4.4,17.8,0.72,12.0,0.6
6945,2018,JaVale McGee,C,30,GSW,65,9.5,0.621,0.0,0.638,0.8,0.731,0.4,1.4,4.8,1.5,22.3,0.641,19.2,2.7,C,30,GSW,13,12.2,0.672,0.0,0.684,0.7,0.667,0.4,1.5,6.5,2.7,23.6,0.678,19.0,0.8
6947,2018,Khris Middleton,SF,26,MIL,82,36.4,0.466,0.359,0.517,4.4,0.884,2.3,3.3,20.1,0.0,17.4,0.577,24.6,6.9,SF,26,MIL,7,39.3,0.598,0.61,0.592,2.7,0.737,2.3,4.3,24.7,4.9,22.5,0.719,24.1,1.1
6948,2018,C.J. Miles,SF,30,TOR,70,19.1,0.379,0.361,0.434,1.4,0.835,0.6,1.9,10.0,0.3,13.0,0.545,22.3,2.9,SF,30,TOR,10,22.7,0.451,0.422,0.5,1.6,0.813,0.9,2.1,9.6,1.0,13.1,0.615,17.4,0.3
6950,2018,Patty Mills,PG,29,SAS,82,25.7,0.411,0.372,0.47,1.4,0.89,1.3,1.6,10.0,-1.0,11.8,0.558,17.8,4.1,PG,29,SAS,5,33.0,0.439,0.371,0.545,1.0,0.8,1.8,3.0,13.4,-1.5,10.4,0.566,18.9,0.0
6951,2018,Nikola Mirotić,PF,26,TOT,55,27.2,0.447,0.377,0.525,2.5,0.818,1.1,2.0,15.6,2.2,18.7,0.577,23.4,4.0,PF,26,NOP,9,35.6,0.48,0.431,0.529,2.1,0.789,1.1,2.7,15.0,3.5,15.8,0.612,16.1,0.9
6952,2018,Donovan Mitchell,SG,21,UTA,79,33.4,0.437,0.34,0.502,3.8,0.805,2.7,2.7,20.5,1.2,16.7,0.541,29.1,5.2,SG,21,UTA,11,37.4,0.42,0.313,0.472,3.9,0.907,2.9,3.2,24.4,2.0,16.8,0.512,31.5,0.5
6953,2018,Greg Monroe,C,27,TOT,51,20.4,0.565,,0.565,2.3,0.739,1.8,1.9,10.3,2.2,21.2,0.598,22.4,3.4,C,27,BOS,11,9.5,0.5,,0.5,2.0,0.682,1.3,0.8,4.8,-3.7,15.9,0.556,27.1,0.1
6954,2018,E'Twaun Moore,SG,28,NOP,82,31.5,0.508,0.425,0.556,0.8,0.706,1.2,2.2,12.5,-1.6,12.1,0.593,16.1,4.4,SG,28,NOP,9,31.6,0.466,0.36,0.508,1.8,0.688,1.2,2.2,11.3,-3.3,8.7,0.537,16.0,0.2
6955,2018,Marcus Morris,PF,28,BOS,54,26.7,0.429,0.368,0.467,2.9,0.805,1.2,1.9,13.6,-0.1,14.5,0.541,23.0,3.2,PF,28,BOS,19,29.6,0.368,0.417,0.344,3.1,0.712,1.0,3.2,12.4,-4.1,9.3,0.474,22.0,0.3
6956,2018,Markieff Morris,PF,28,WAS,73,27.0,0.48,0.367,0.529,1.8,0.82,1.7,3.0,11.5,-1.3,13.2,0.566,19.5,3.3,PF,28,WAS,6,30.2,0.49,0.167,0.595,1.7,0.9,1.0,3.7,9.8,-0.2,13.5,0.552,14.5,0.4
6959,2018,Abdel Nader,SF,24,BOS,48,10.9,0.336,0.354,0.321,0.8,0.59,0.7,0.9,3.0,-5.3,5.1,0.439,17.1,-0.1,SF,24,BOS,11,3.0,0.333,0.0,0.455,0.4,0.5,0.2,0.2,1.1,-6.8,5.2,0.358,26.2,-0.1
6960,2018,Larry Nance Jr.,C,25,TOT,66,21.5,0.581,0.167,0.594,2.1,0.664,0.8,2.6,8.7,2.4,20.2,0.605,15.9,5.8,C,25,CLE,20,15.4,0.683,0.0,0.695,1.6,0.452,0.6,1.8,4.8,3.9,20.3,0.652,12.9,1.2
6962,2018,Raul Neto,PG,25,UTA,41,12.1,0.457,0.404,0.481,0.9,0.743,0.9,0.9,4.5,-1.4,11.9,0.55,18.3,0.9,PG,25,UTA,8,9.0,0.304,0.286,0.313,0.6,1.0,0.5,0.9,2.6,-3.2,7.4,0.417,17.9,0.0
6965,2018,Royce O'Neale,SF,24,UTA,69,16.7,0.423,0.356,0.47,1.1,0.803,0.8,1.5,5.0,-0.2,10.8,0.54,14.6,2.4,SF,24,UTA,11,23.5,0.5,0.357,0.643,1.7,0.632,1.5,2.7,7.1,0.2,9.5,0.606,13.7,0.4
6966,2018,Semi Ojeleye,PF,23,BOS,73,15.8,0.346,0.32,0.397,0.6,0.61,0.3,1.2,2.7,-4.7,4.6,0.473,9.0,1.2,PF,23,BOS,17,13.5,0.303,0.273,0.364,0.4,0.857,0.1,1.2,1.9,-5.2,2.9,0.443,7.6,0.1
6968,2018,Victor Oladipo,SG,25,IND,75,34.0,0.477,0.371,0.528,4.9,0.799,2.9,2.3,23.1,5.8,23.1,0.577,30.1,8.2,SG,25,IND,7,37.3,0.417,0.404,0.429,5.9,0.732,3.4,1.6,22.7,7.6,22.0,0.548,30.5,0.9
6969,2018,Kelly Olynyk,PF,26,MIA,76,23.4,0.497,0.379,0.59,2.3,0.77,1.9,2.9,11.5,2.3,17.8,0.612,21.7,5.5,PF,26,MIA,5,29.2,0.477,0.421,0.52,4.0,0.7,1.6,3.8,12.8,4.2,17.4,0.606,17.9,0.4
6973,2018,Zaza Pachulia,C,33,GSW,69,14.1,0.564,0.0,0.567,1.3,0.806,1.0,1.8,5.4,0.0,17.0,0.612,17.0,3.3,C,33,GSW,7,3.7,0.571,,0.571,1.7,0.75,0.4,0.1,2.4,9.0,35.6,0.692,26.3,0.2
6975,2018,Tony Parker,PG,35,SAS,55,19.5,0.459,0.27,0.479,1.4,0.705,1.2,0.9,7.7,-3.3,12.7,0.498,20.5,1.4,PG,35,SAS,5,13.4,0.378,0.0,0.438,1.4,0.714,0.8,0.4,6.6,-6.5,7.8,0.412,30.1,-0.2
6976,2018,Patrick Patterson,PF,28,OKC,82,15.5,0.398,0.386,0.421,0.6,0.87,0.4,1.1,3.9,-0.2,10.0,0.555,10.8,2.6,PF,28,OKC,6,9.7,0.5,0.5,0.5,0.0,,0.5,1.3,1.3,-3.4,4.4,0.667,6.8,0.1
6978,2018,Chris Paul,PG,32,HOU,58,31.8,0.46,0.38,0.532,3.8,0.919,2.2,2.4,18.6,7.1,24.4,0.604,24.5,10.2,PG,32,HOU,15,34.5,0.459,0.374,0.513,3.5,0.83,1.9,3.1,21.1,6.6,22.8,0.565,26.7,2.1
6979,2018,Jakob Poeltl,C,22,TOR,82,18.6,0.659,0.5,0.66,1.2,0.594,1.0,2.6,6.9,0.4,17.5,0.662,14.8,5.6,C,22,TOR,9,15.6,0.548,0.0,0.567,2.1,0.789,0.9,2.8,5.4,-1.7,14.6,0.622,15.4,0.3
6980,2018,Otto Porter Jr.,SF,24,WAS,77,31.6,0.503,0.441,0.537,1.7,0.828,1.0,2.0,14.7,3.5,18.3,0.602,18.4,8.1,SF,24,WAS,5,31.6,0.488,0.417,0.517,1.6,0.625,0.6,1.2,10.0,1.2,12.9,0.562,13.3,0.3
6981,2018,Norman Powell,SG,24,TOR,70,15.2,0.401,0.285,0.516,0.6,0.821,0.9,1.6,5.5,-2.9,8.5,0.492,18.9,0.6,SG,24,TOR,6,6.7,0.286,0.143,0.429,0.7,0.75,0.2,0.7,2.0,-10.4,1.3,0.381,19.0,-0.1
6983,2018,J.J. Redick,SG,33,PHI,70,30.2,0.46,0.42,0.504,3.1,0.904,1.5,1.8,17.1,1.1,15.9,0.614,21.7,6.6,SG,33,PHI,10,34.2,0.444,0.347,0.567,4.2,0.857,1.1,2.1,18.2,1.6,14.9,0.593,20.2,1.1
6984,2018,Josh Richardson,SF,24,MIA,81,33.2,0.451,0.378,0.495,1.8,0.845,1.7,2.5,12.9,0.7,13.6,0.551,18.2,5.4,SF,24,MIA,5,26.0,0.375,0.316,0.429,1.4,0.857,1.0,3.4,8.4,1.4,12.8,0.487,15.9,0.2
